"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"MHXGEN","SOCABBR1","21","System Organ Class 1","CHAR","5","","","","","2013-09-14 07:59:42.0"
"MHXGEN","VMEDDRA","22","MedDRA Version","CHAR","8","","","","","2013-09-14 07:59:42.0"
"MHXGEN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"MHXGEN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"MHXGEN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"MHXGEN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"MOCA","","0","Montreal Cognitive Assessment (MoCA)","","","","","","","2013-09-14 07:59:42.0"
"MOCA","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"MOCA","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"MOCA","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"MOCA","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"MOCA","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"MOCA","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"MOCA","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"MOCA","MCAALTTM","9","Alternating Trail Making","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCACUBE","10","Visuoconstructional Skills (Cube)","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCACLCKC","12","Visuoconstructional Skills (Clock Cont)","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCACLCKN","13","Visuoconstructional Skills (Clock Num)","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCACLCKH","14","Visuoconstructional Skills (Clock Hands)","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCALION","16","Naming - Lion","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCARHINO","17","Naming - Rhino","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCACAMEL","18","Naming - Camel","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAFDS","20","Attention - Forward Digit Span","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCABDS","21","Attention - Backward Digit Span","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAVIGIL","22","Attention - Vigilance","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCASER7","23","Attention - Serial 7s","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
"MOCA","MCASNTNC","24","Sentence Repetition","NUMBER","1","0","0","2","","2013-09-14 07:59:42.0"
"MOCA","MCAVFNUM","25","Verbal Fluency - Number of words","NUMBER","3","0","","","","2013-09-14 07:59:42.0"
"MOCA","MCAVF","26","Verbal Fluency","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAABSTR","27","Abstraction","NUMBER","1","0","0","2","","2013-09-14 07:59:42.0"
"MOCA","MCAREC1","29","Delayed Recall - Face","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAREC2","30","Delayed Recall - Velvet","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAREC3","31","Delayed Recall - Church","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAREC4","32","Delayed Recall - Daisy","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAREC5","33","Delayed Recall - Red","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCADATE","35","Orientation - Date","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAMONTH","36","Orientation - Month","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAYR","37","Orientation - Year","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCADAY","38","Orientation - Day","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCAPLACE","39","Orientation - Place","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCACITY","40","Orientation - City","NUMBER","1","0","0","1","","2013-09-14 07:59:42.0"
"MOCA","MCATOT","41","MoCA Total Score","NUMBER","2","0","0","31","","2013-09-14 07:59:42.0"
"MOCA","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"MOCA","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"MOCA","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"MOCA","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"MODSEADL","","0","Modified Schwab + England ADL","","","","","","","2013-09-14 07:59:42.0"
"MODSEADL","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"MODSEADL","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"MODSEADL","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"MODSEADL","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"MODSEADL","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"MODSEADL","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"MODSEADL","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"MODSEADL","MSEADLG","12","Modified Schwab and England - Overall","NUMBER","3","0","0","100","","2013-09-14 07:59:42.0"
"MODSEADL","STAFFCD","15","Examiner","CHAR","4","","","","","2013-09-14 07:59:42.0"
"MODSEADL","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"MODSEADL","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"MODSEADL","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"MODSEADL","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"MRI","","0","Magnetic Resonance Imaging","","","","","","","2013-09-14 07:59:42.0"
"MRI","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"MRI","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"MRI","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"MRI","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"MRI","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"MRI","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"MRI","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"MRI","MRICMPLT","8","Brain MRI was completed","CHAR","1","","","","CMPLT2","2013-09-14 07:59:41.0"
"MRI","MRIDT","9","Date Brain MRI performed","DATE","","","","","","2013-09-14 07:59:41.0"
"MRI","MRIWDTI","10","DTI MRI Scan","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"MRI","MRIWRSS","11","MRI with resting state sequences","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"MRI","MRIXFRYN","12","MRI data transfer","CHAR","1","","","","YN","2013-09-14 07:59:41.0"
"MRI","MRIRSLT","13","MRI results","CHAR","1","","","","NORMABCS","2013-09-14 07:59:41.0"
"MRI","COMM","14","Comments","CHAR","240","","","","","2013-09-14 07:59:41.0"
"MRI","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"MRI","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"MRI","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"MRI","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"MUTASGN","","0","Cohort Assigned based on Mutation Result","","","","","","","2014-01-19 00:43:17.0"
"MUTASGN","REC_ID","1","Record ID","NUMBER","12","0","","","","2014-01-19 00:43:17.0"
"MUTASGN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2014-01-19 00:43:17.0"
"MUTASGN","CNO","3","Center Number","CHAR","4","","","","","2014-01-19 00:43:17.0"
"MUTASGN","PATNO","4","Patient Number","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTASGN","EVENT_ID","5","Event Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTASGN","PAG_NAME","6","Page Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTASGN","INFODT","7","Event Date","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTASGN","ASGNCAT","8","Assigned Category","CHAR","1","","","","RSLTAPDX","2014-01-19 00:43:17.0"
"MUTASGN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTASGN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTASGN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2014-01-19 00:43:17.0"
"MUTASGN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","","0","Genetic Testing Results","","","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","REC_ID","1","Record ID","NUMBER","12","0","","","","2014-01-19 00:43:17.0"
"MUTRSLT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","CNO","3","Center Number","CHAR","4","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","PATNO","4","Patient Number","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","EVENT_ID","5","Event Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","PAG_NAME","6","Page Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","INFODT","7","Event Date","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","SEQ_NO","8","Sequence Number","NUMBER","8","0","","","","2014-01-19 00:43:17.0"
"MUTRSLT","GENECAT","9","Gene Category","CHAR","1","","","","GENECAT","2014-01-19 00:43:17.0"
"MUTRSLT","LRRKCD","10","LRRK2 Mutation Code","CHAR","2","","","","LRRKCD","2014-01-19 00:43:17.0"
"MUTRSLT","SNCACD","11","SNCA Mutation Code","CHAR","2","","","","SNCACD","2014-01-19 00:43:17.0"
"MUTRSLT","MUTRSLT","12","Mutation Result","CHAR","1","","","","POSNEG01","2014-01-19 00:43:17.0"
"MUTRSLT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2014-01-19 00:43:17.0"
"MUTRSLT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTTEST","","0","Genetic Mutation Testing Form","","","","","","","2014-01-19 00:43:17.0"
"MUTTEST","REC_ID","1","Record ID","NUMBER","12","0","","","","2014-01-19 00:43:17.0"
"MUTTEST","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2014-01-19 00:43:17.0"
"MUTTEST","CNO","3","Center Number","CHAR","4","","","","","2014-01-19 00:43:17.0"
"MUTTEST","PATNO","4","Patient Number","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTTEST","EVENT_ID","5","Event Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTTEST","PAG_NAME","6","Page Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"MUTTEST","INFODT","7","Event Date","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTTEST","GMUSNCNS","8","Signed Consent for Genetic Test Review","CHAR","1","","","","CHECKBOX","2014-01-19 00:43:17.0"
"MUTTEST","GMUCNSDT","9","Informed consent date for gen test rev","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTTEST","BIRTHDT","10","Date of Birth","DATE","","","","","","2014-01-19 00:43:17.0"
"MUTTEST","GENDER","11","Gender","CHAR","1","","","","GENDCHP","2014-01-19 00:43:17.0"
"MUTTEST","PDUNAFF","12","PD Status","CHAR","1","","","","PDUNAFF","2014-01-19 00:43:17.0"
"MUTTEST","PDDURYRS","13","Duration of PD (years)","NUMBER","2","0","","","","2014-01-19 00:43:17.0"
"MUTTEST","KNOWRSLT","14","Know or want to know results","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"MUTTEST","RL1DLRRK","15","Has 1st degree rel with  LRRK2 mutation","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"MUTTEST","RL1DSNCA","16","Has 1st degree rel with SNCA mutation","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"MUTTEST","REL1DPRT","17","First degree relative participating","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"MUTTEST","PRVGNTST","18","Previous genetic testing with results","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"MUTTEST","TSTSITEA","19","Testing Site results received from","CHAR","1","","","","TSTSITEA","2014-01-19 00:43:17.0"
"MUTTEST","TSITACM","20","Other Test SIte received from","CHAR","100","","","","","2014-01-19 00:43:17.0"
"MUTTEST","RSLTXFR","21","Results transferred","CHAR","1","","","","YN","2014-01-19 00:43:16.0"
"MUTTEST","RSLTXFDT","22","Date results transferred","DATE","","","","","","2014-01-19 00:43:16.0"
"MUTTEST","BLDDRDT","23","Date of blood draw","DATE","","","","","","2014-01-19 00:43:16.0"
"MUTTEST","BLDVOLML","24","Volume of blood collected (milliliters)","NUMBER","3","0","","","","2014-01-19 00:43:16.0"
"MUTTEST","TSTSITEB","25","Testing Site sample shipped to","CHAR","1","","","","TSTSITEB","2014-01-19 00:43:16.0"
"MUTTEST","TSITBCM","26","Other Test SIte shipped to","CHAR","100","","","","","2014-01-19 00:43:16.0"
"MUTTEST","COMM","27","Comments","CHAR","240","","","","","2014-01-19 00:43:16.0"
"MUTTEST","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2014-01-19 00:43:16.0"
"MUTTEST","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2014-01-19 00:43:16.0"
"MUTTEST","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2014-01-19 00:43:16.0"
"MUTTEST","SITE_APRV","104","Date site approved the data","DATE","","","","","","2014-01-19 00:43:16.0"
"NOTIFICATIONS","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","CNO","2","Center Number","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","PATNO","3","Patient Number","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","CALLDT","4","Date CTCC Notified","DATE","","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","EVENTDT","5","Date of Event","DATE","","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","NOTIFCRF","6","Page","CHAR","50","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","NOTIFEVT","7","Event","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","NOTIFPRI","8","Notification Code - Primary","CHAR","3","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","NOTIFSEC","9","Notification Code - Secondary","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","CTCCSTAFF","10","CTCC Staff Code","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","CALLERID","11","Caller Staff Code","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NOTIFICATIONS","COMMENTS","12","Caller Staff Code","CHAR","2000","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","","0","nUPDRS Part I","","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"NUPDRS1","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"NUPDRS1","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","NUPSOURC","8","Primary Source of Information","CHAR","1","","","","NUPDRSRC","2013-09-14 07:59:41.0"
"NUPDRS1","NP1COG","9","COGNITIVE IMPAIRMENT","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1","NP1HALL","10","HALLUCINATIONS AND PSYCHOSIS","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1","NP1DPRS","11","DEPRESSED MOODS","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1","NP1ANXS","12","ANXIOUS MOOD","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1","NP1APAT","13","APATHY","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1","NP1DDS","14","FEATURES-DOPAMINE DYSREGULATION SYNDROME","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1","STAFFCD","15","Examiner","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS1","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","","0","nUPDRS Part I:  Patient Questionnaire","","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"NUPDRS1P","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","NUPSOURC","9","Primary Source of Information","CHAR","1","","","","NUPDRSRC","2013-09-14 07:59:41.0"
"NUPDRS1P","NP1SLPN","10","SLEEP PROBLEMS (NIGHT)","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1P","NP1SLPD","11","DAYTIME SLEEPINESS","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1P","NP1PAIN","12","PAIN AND OTHER SENSATIONS","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1P","NP1URIN","13","URINARY PROBLEMS","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1P","NP1CNST","14","CONSTIPATION PROBLEMS","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1P","NP1LTHD","15","LIGHTHEADEDNESS ON STANDING","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1P","NP1FATG","16","FATIGUE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS1P","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS1P","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","","0","nUPDRS Part II:  Patient Questionnaire","","","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"NUPDRS2P","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","NUPSOURC","9","Primary Source of Information","CHAR","1","","","","NUPDRSRC","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2SPCH","10","SPEECH","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2SALV","11","SALIVA + DROOLING","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2SWAL","12","CHEWING AND SWALLOWING","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2EAT","13","EATING TASKS","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2DRES","14","DRESSING","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2HYGN","15","HYGIENE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2HWRT","16","HANDWRITING","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2HOBB","17","DOING HOBBIES AND OTHER ACTIVITIES","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2TURN","18","TURNING IN BED","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2TRMR","19","TREMOR","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2RISE","20","GETTING OUT OF BED, CAR, OR DEEP CHAIR","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2WALK","21","WALKING AND BALANCE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","NP2FREZ","22","FREEZING","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS2P","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS2P","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","","0","nUPDRS Part III","","","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:41.0"
"NUPDRS3","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:28.0"
"NUPDRS3","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","CMEDTM","8","Time of PD dose in clinic","TIME","","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","EXAMTM","9","Time Part III was administered","TIME","","","","","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3SPCH","10","3.1 Speech","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3FACXP","11","3.2 Facial expression","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RIGN","12","3.3a Rigidity - Neck","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RIGRU","13","3.3b Rigidity - RUE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RIGLU","14","3.3c Rigidity - LUE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","PN3RIGRL","15","3.3d Rigidity - RLE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RIGLL","16","3.3e Rigidity - LLE","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3FTAPR","17","3.4a Finger Tapping Right Hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3FTAPL","18","3.4b Finger Tapping Left Hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3HMOVR","19","3.5a Hand movements - Right Hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3HMOVL","20","3.5b Hand movements - Left Hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3PRSPR","21","3.6a Pronation-Supination - Right Hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3PRSPL","22","3.6b Pronation-Supination - Left Hand","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3TTAPR","23","3.7a Toe tapping - Right foot","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3TTAPL","24","3.7b Toe tapping - Left foot","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3LGAGR","25","3.8a Leg agility - Right leg","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3LGAGL","26","3.8b Leg agility - Left leg","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3RISNG","27","3.9 Arising from chair","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3GAIT","28","3.10 Gait","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3FRZGT","29","3.11 Freezing of gait","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3PSTBL","30","3.12 Postural stability","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
"NUPDRS3","NP3POSTR","31","3.13 Posture","NUMBER","1","0","0","4","","2013-09-14 07:59:41.0"
